FD_call,FD_response,Parameter,Value,Probability
311,311,INTER_ARRIVAL_MIN,655.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,656.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,657.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,658.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,659.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,660.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,661.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,662.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,663.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,664.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,665.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,666.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,667.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,668.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,669.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,670.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,671.0,0.0007093037002009694
311,311,INTER_ARRIVAL_MIN,672.0,0.0007093037002009694
311,311,INTER_ARRIVAL_MIN,673.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,674.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,675.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,676.0,0.0009457382669346259
311,311,INTER_ARRIVAL_MIN,677.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,678.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,679.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,680.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,681.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,682.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,683.0,0.0007093037002009694
311,311,INTER_ARRIVAL_MIN,684.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,685.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,686.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,687.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,688.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,689.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,690.0,0.0009457382669346259
311,311,INTER_ARRIVAL_MIN,691.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,692.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,693.0,0.0007093037002009694
311,311,INTER_ARRIVAL_MIN,694.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,695.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,696.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,697.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,698.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,699.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,700.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,701.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,702.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,703.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,704.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,705.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,706.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,707.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,708.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,709.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,710.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,711.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,712.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,713.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,714.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,715.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,716.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,717.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,718.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,719.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,720.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,721.0,0.0008275209835677976
311,311,INTER_ARRIVAL_MIN,722.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,723.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,724.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,725.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,726.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,727.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,728.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,729.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,730.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,731.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,732.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,733.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,734.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,735.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,736.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,737.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,738.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,739.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,740.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,741.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,742.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,743.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,745.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,746.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,747.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,748.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,749.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,750.0,0.0007093037002009694
311,311,INTER_ARRIVAL_MIN,751.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,752.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,753.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,754.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,755.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,756.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,757.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,758.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,759.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,760.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,761.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,762.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,763.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,764.0,0.0008275209835677976
311,311,INTER_ARRIVAL_MIN,765.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,766.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,767.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,768.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,769.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,770.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,771.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,772.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,774.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,775.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,776.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,777.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,779.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,780.0,0.0008275209835677976
311,311,INTER_ARRIVAL_MIN,781.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,782.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,783.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,784.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,785.0,0.0008275209835677976
311,311,INTER_ARRIVAL_MIN,786.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,788.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,789.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,790.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,791.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,792.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,793.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,794.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,795.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,796.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,797.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,798.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,799.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,800.0,0.0007093037002009694
311,311,INTER_ARRIVAL_MIN,802.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,803.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,804.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,805.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,806.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,807.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,808.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,809.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,810.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,812.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,813.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,814.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,815.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,816.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,817.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,818.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,819.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,820.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,821.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,822.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,823.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,824.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,825.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,826.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,828.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,829.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,830.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,831.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,832.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,833.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,834.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,835.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,838.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,839.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,840.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,842.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,844.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,845.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,847.0,0.0007093037002009694
311,311,INTER_ARRIVAL_MIN,848.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,849.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,850.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,851.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,852.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,853.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,854.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,855.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,856.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,857.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,858.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,859.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,860.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,861.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,862.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,863.0,0.0008275209835677976
311,311,INTER_ARRIVAL_MIN,864.0,0.0007093037002009694
311,311,INTER_ARRIVAL_MIN,865.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,866.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,867.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,868.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,869.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,870.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,871.0,0.0008275209835677976
311,311,INTER_ARRIVAL_MIN,872.0,0.0007093037002009694
311,311,INTER_ARRIVAL_MIN,873.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,874.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,875.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,876.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,877.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,879.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,881.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,882.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,883.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,884.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,885.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,886.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,887.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,888.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,889.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,890.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,891.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,892.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,893.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,896.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,897.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,898.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,899.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,900.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,901.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,902.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,903.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,904.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,905.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,906.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,907.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,908.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,910.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,912.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,913.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,914.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,915.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,916.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,917.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,918.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,919.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,920.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,921.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,922.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,923.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,924.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,925.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,926.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,928.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,929.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,930.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,931.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,932.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,933.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,934.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,935.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,936.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,937.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,938.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,939.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,940.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,941.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,942.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,943.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,944.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,945.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,946.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,947.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,950.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,951.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,952.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,953.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,954.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,955.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,956.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,957.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,958.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,959.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,960.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,961.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,962.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,964.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,965.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,967.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,968.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,970.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,971.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,972.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,973.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,974.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,976.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,977.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,978.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,979.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,980.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,981.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,982.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,983.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,984.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,985.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,986.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,987.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,988.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,989.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,990.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,991.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,992.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,993.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,995.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,996.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,997.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,998.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,999.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1000.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1001.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,1003.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1004.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1005.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1006.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1007.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1008.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1010.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1011.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1012.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1013.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,1015.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1016.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1017.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1020.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1022.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1023.0,0.0007093037002009694
311,311,INTER_ARRIVAL_MIN,1024.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1025.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1026.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1027.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1028.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1029.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1030.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1031.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1032.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,1033.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1035.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1038.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1040.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1042.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1043.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,1044.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1045.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1046.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1047.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1048.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1049.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1050.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,1051.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1052.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1053.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1054.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,1055.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1057.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1059.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1060.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1061.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1062.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1063.0,0.0005910864168341412
311,311,INTER_ARRIVAL_MIN,1064.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1065.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1066.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1067.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,1071.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1072.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1073.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,1074.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1075.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1076.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1077.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1078.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1080.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1081.0,0.00047286913346731294
311,311,INTER_ARRIVAL_MIN,1083.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1084.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1085.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1086.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1088.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1089.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1090.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1091.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1092.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1093.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1094.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1096.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1097.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1098.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1099.0,0.0003546518501004847
311,311,INTER_ARRIVAL_MIN,1100.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1101.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1102.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1103.0,0.00011821728336682824
311,311,INTER_ARRIVAL_MIN,1104.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1105.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1109.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1110.0,0.00023643456673365647
311,311,INTER_ARRIVAL_MIN,1112.0,0.00023643456673365647
